Place,Time,Athlete,Country,Date of Birth,City,Event Date
34,58:43,Mathew Kimeli,KEN,01.04.98,Valencia,24.10.2021
35,58:44,Solomon Yego,KEN,10.05.87,Roma-Ostia Lido,13.03.2016
35,58:44,Abadi Hadis,ETH,06.11.97,Valencia,28.10.2018
35,58:44,Abadi Hadis,ETH,06.11.97,Ra's Al Khaymah,08.02.2019
38,58:45,Daniel Kibet,KEN,17.05.96,Ra's Al Khaymah,19.02.2022
38,58:45,Benard Kibet,KEN,25.11.99,Ra's Al Khaymah,18.02.2023
40,58:46,Mathew Kisorio,KEN,16.05.89,Philadelphia,18.09.2011
41,58:47,Atsedu Tsegay,ETH,17.12.91,Praha,31.03.2012
41,58:47,Tadese Worku,ETH,20.01.02,Valencia,23.10.2022
43,58:48,Sammy Kirop Kitwara,KEN,26.11.86,Philadelphia,18.09.2011
43,58:48,Abraham Cheroben,KEN,10.11.92,Valencia,19.10.2014
43,58:48,Jorum Okombo,KEN,10.12.97,København,17.09.2017
43,58:48,Abel Kipchumba,KEN,03.02.94,Herzogenaurach,12.09.2021
43,58:48,Alexander Mutiso,KEN,10.09.96,Ra's Al Khaymah,19.02.2022
48,58:49,Jacob Kiplimo,UGA,14.11.00,Gdynia,17.10.2020
48,58:49,Daniel Mateiko,KEN,04.08.98,Ra's Al Khaymah,18.02.2023
50,58:51,Alex Oloitiptip,KEN,20.12.90,København,17.09.2017
51,58:52,Patrick Makau,KEN,02.03.85,Ra's Al Khaymah,20.02.2009
52,58:53,Samuel Wanjiru,KEN,10.11.86,Ra's Al Khaymah,09.02.2007
52,58:53,Charles Langat,KEN,28.04.96,Barcelona,19.02.2023
54,58:54,Stephen Kibet Kosgei,KEN,09.11.86,Den Haag,11.03.2012
54,58:54,Geoffrey Kamworor,KEN,28.11.92,Ra's Al Khaymah,15.02.2013
54,58:54,Kibiwott Kandie,KEN,20.06.96,Gdynia,17.10.2020
57,58:55,Haile Gebrselassie,ETH,18.04.73,Tempe,15.01.2006
57,58:55,Alex Kibet,KEN,10.11.90,Berlin,03.04.2022
59,58:56,Patrick Makau,KEN,02.03.85,Berlin,01.04.2007
59,58:56a,Martin Irungu Mathathi,KEN,25.12.85,Newcastle-South Shields,18.09.2011
59,58:56,Stanley Biwott,KEN,21.04.86,Ra's Al Khaymah,15.02.2013
62,58:58,Sammy Kirop Kitwara,KEN,26.11.86,Rotterdam,13.09.2009
62,58:58,Geoffrey Mutai,KEN,07.10.81,Ra's Al Khaymah,15.02.2013
62,58:58,Kibiwott Kandie,KEN,20.06.96,Ra's Al Khaymah,21.02.2020
62,58:58,Milkesa Mengesha,ETH,16.04.00,København,18.09.2022
66,58:59,Zersenay Tadese,ERI,08.02.82,Udine,14.10.2007
66,58:59,Wilson Kipsang Kiprotich,KEN,15.03.82,Ra's Al Khaymah,20.02.2009
66,58:59,Birhanu Legesse,ETH,09.11.94,Barcelona,19.02.2023
69,59:00,Jemal Yimer,ETH,11.09.96,Ra's Al Khaymah,08.02.2018
70,59:01,Kenneth Kipkemoi,KEN,02.08.84,Valencia,19.10.2014
71,59:02,Patrick Makau,KEN,02.03.85,Udine,14.10.2007
71,59:02,Jonathan Maiyo,KEN,05.05.88,Den Haag,11.03.2012
71,59:02,Kelvin Kiptum,KEN,02.12.99,Valencia,24.10.2021
74,59:04,Kennedy Kimutai,KEN,03.06.99,Valencia,23.10.2022
75,59:05a,Zersenay Tadese,ERI,08.02.82,Newcastle-South Shields,18.09.2005
75,59:05,Evans Kiprop Cheruiyot,KEN,10.05.82,Udine,14.10.2007
75,59:05,Ezekiel Chebii,KEN,03.01.91,Lille,01.09.2012
75,59:05,Yomif Kejelcha,ETH,01.08.97,Valencia,27.10.2019
75,59:05,Amdework Walelegn,ETH,11.03.99,København,18.09.2022
80,59:06a,Paul Tergat,KEN,17.06.69,Lisboa,26.03.2000
80,59:06a,Wilson Kipsang Kiprotich,KEN,15.03.82,Newcastle-South Shields,16.09.2012
80,59:06,Geoffrey Mutai,KEN,07.10.81,Udine,22.09.2013
80,59:06,Guye Adola,ETH,20.10.90,New Delhi,23.11.2014
80,59:06,Alex Kibet,KEN,10.11.90,Ra's Al Khaymah,08.02.2018
80,59:06,Daniel Kipchumba,KEN,12.12.97,Stresa,15.04.2018
80,59:06,Daniel Kipchumba,KEN,12.12.97,København,16.09.2018
80,59:06,Nibret Melak,ETH,09.10.99,Lisboa,12.03.2023
88,59:07,Paul Kosgei,KEN,22.04.78,Berlin,02.04.2006
88,59:07a,Micah Kogo,KEN,03.06.86,Newcastle-South Shields,16.09.2012
88,59:07,Geoffrey Kamworor,KEN,28.11.92,New Delhi,23.11.2014
88,59:07,James Mwangi Murigi,KEN,15.07.86,København,18.09.2016
88,59:07,Mang'ata Ndiwa Kimai,KEN,12.12.87,Stresa,15.04.2018
88,59:07,Benard Kimeli,KEN,10.09.95,Praha,06.04.2019
88,59:07a,Mohamed Farah,GBR,23.03.83,Newcastle-South Shields,08.09.2019
88,59:07,Bernard Ngeno,KEN,10.08.96,Valencia,27.10.2019
88,59:07,Jemal Yimer,ETH,11.09.96,Larne,30.08.2022
88,59:07,Felix Kipkoech,KEN,01.02.98,København,18.09.2022
88,59:07,Hagos Gebrhiwet,ETH,11.05.94,Lisboa,12.03.2023
99,59:08,Jonathan Maiyo,KEN,05.05.88,Rotterdam,13.09.2009
99,59:08,Geoffrey Kamworor,KEN,28.11.92,København,29.03.2014
99,59:08,Fikadu Haftu,ETH,21.02.94,Ra's Al Khaymah,08.02.2019
99,59:08,Felix Kibitok,KEN,09.06.91,Praha,06.04.2019
99,59:08,Amdework Walelegn,ETH,11.03.99,Gdynia,17.10.2020
104,59:09,James Kipsang Kwambai,KEN,28.02.83,Rotterdam,13.09.2009
104,59:09,Abraham Kiptum,KEN,15.09.89,København,16.09.2018
104,59:09,Jemal Yimer,ETH,11.09.96,Valencia,27.10.2019
104,59:09,Leonard Barsoton,KEN,21.10.94,Valencia,27.10.2019
104,59:09,Alexander Mutiso,KEN,10.09.96,Santa Pola,19.01.2020
104,59:09,Vincent Kipkemoi,KEN,03.01.99,København,18.09.2022
110,59:10a,Paul Tergat,KEN,17.06.69,Lisboa,13.03.2005
110,59:10,Bernard Kiprop Kipyego,KEN,16.07.86,Rotterdam,13.09.2009
110,59:10,Bernard Koech,KEN,31.01.88,Lille,01.09.2012
110,59:10,Abraham Cheroben,KEN,10.11.92,Valencia,18.10.2015
110,59:10,Geoffrey Kamworor,KEN,28.11.92,Cardiff,26.03.2016
110,59:10,Bedan Karoki,KEN,21.08.90,Ra's Al Khaymah,10.02.2017
110,59:10,Andamlak Belihu,ETH,20.11.98,New Dehli,20.10.2019
110,59:10,Amdework Walelegn,ETH,11.03.99,København,19.09.2021
110,59:10,Vincent Ngetich,KEN,99,Lisboa,12.03.2023
119,59:11,Kenneth Kipkemoi,KEN,02.08.84,Den Haag,11.03.2012
119,59:11,Mosinet Geremew,ETH,12.02.92,New Delhi,23.11.2014
119,59:11,Abraham Cheroben,KEN,10.11.92,Valencia,22.10.2017
122,59:12,Evans Kiprop Cheruiyot,KEN,10.05.82,Rotterdam,09.09.2007
122,59:12,Atsedu Tsegay,ETH,17.12.91,New Delhi,15.12.2013
122,59:12,Cyprian Kotut,KEN,06.06.92,New Delhi,23.11.2014
122,59:12,James Mwangi,KEN,23.06.84,Milano,20.03.2016
122,59:12,Kenneth Renju,KEN,96,København,19.09.2021
122,59:12,Dominic Lokinyomo Lobalu,SSD,16.08.98,København,18.09.2022
128,59:13,Patrick Makau,KEN,02.03.85,Ra's Al Khaymah,09.02.2007
128,59:13,Julien Wanders,SUI,18.03.96,Ra's Al Khaymah,08.02.2019
128,59:13a,Tamirat Tola,ETH,11.08.91,Newcastle-South Shields,08.09.2019
128,59:13,Regasa Chala,ETH,30.04.97,København,18.09.2022
132,59:14,Dennis Kimetto,KEN,22.04.84,Berlin,01.04.2012
132,59:14,Leonard Komon,KEN,10.01.88,Berlin,30.03.2014
132,59:14,Abraham Cheroben,KEN,10.11.92,Berlin,30.03.2014
132,59:14,Bedan Karoki,KEN,21.08.90,København,13.09.2015
132,59:14,Barselius Kipyego,KEN,23.07.93,Ústí nad Labem,16.09.2017
132,59:14,Jemal Yimer,ETH,11.09.96,København,16.09.2018
138,59:15,Haile Gebrselassie,ETH,18.04.73,Lisboa,16.03.2008
138,59:15,Deriba Merga Ejigu,ETH,26.10.80,New Delhi,09.11.2008
138,59:15,Wilson Chebet,KEN,07.12.85,Rotterdam,13.09.2009
138,59:15,Wilson Kiprop,KEN,14.04.87,Berlin,01.04.2012
138,59:15,Wilson Kiprop,KEN,14.04.87,Roma-Ostia Lido,03.03.2013
138,59:15,Barselius Kipyego,KEN,23.07.93,Ústí nad Labem,17.09.2016
138,59:15,Rodgers Chumo,KEN,03.03.98,Istanbul,27.03.2022
145,59:16,Samuel Wanjiru,KEN,10.11.86,Rotterdam,11.09.2005
145,59:16,Zersenay Tadese,ERI,08.02.82,Rotterdam,10.09.2006
145,59:16,Deriba Merga Ejigu,ETH,26.10.80,Udine,14.10.2007
145,59:16,Wilson Kipsang Kiprotich,KEN,15.03.82,New Delhi,09.11.2008
145,59:16,Bernard Ngeno,KEN,10.08.96,København,15.09.2019
145,59:16,Alexander Mutiso,KEN,10.09.96,Ra's Al Khaymah,21.02.2020
145,59:16,Rodgers Chumo,KEN,03.03.98,Valencia,24.10.2021
152,59:17,Paul Tergat,KEN,17.06.69,Milano,04.04.1998
152,59:17,Yomif Kejelcha,ETH,01.08.97,København,16.09.2018
152,59:17,Solomon Berihu,ETH,02.10.99,New Dehli,20.10.2019
152,59:17,Alexander Mutiso,KEN,10.09.96,Marugame,05.02.2023
152,59:17,Isaac Kipkemboi,KEN,12.11.94,Roma,05.03.2023
157,59:18,Deriba Merga Ejigu,ETH,26.10.80,Ra's Al Khaymah,20.02.2009
157,59:18,Stanley Biwott,KEN,21.04.86,New Delhi,23.11.2014
157,59:18,Leonard Langat,KEN,07.08.90,Roma-Ostia Lido,13.03.2016
157,59:18,Guye Adola,ETH,20.10.90,Roma-Ostia Lido,12.03.2017
157,59:18,Leul Gebrselassie,ETH,20.09.93,Valencia,22.10.2017
157,59:18,Andamlak Belihu,ETH,20.11.98,New Dehli,21.10.2018
157,59:18,Cleophas Kandie,KEN,14.08.00,Marugame,05.02.2023
164,59:19,Patrick Makau,KEN,02.03.85,Rotterdam,09.09.2007
164,59:19,Tilahun Regessa,ETH,18.01.90,Abu Dhabi,07.01.2010
164,59:19,Robert Chemosin,KEN,01.02.89,Roma-Ostia Lido,03.03.2013
164,59:19,Yigrem Demelash,ETH,28.01.94,Ra's Al Khaymah,10.02.2017
164,59:19,Josphat Boit,KEN,25.11.95,Stresa,15.04.2018
164,59:19,Andamlak Belihu,ETH,20.11.98,Valencia,28.10.2018
164,59:19,Viktor Kipchirchir,KEN,05.12.87,Padova,26.09.2021
171,59:20a,Hendrick Ramaala,RSA,02.02.72,Lisboa,26.03.2000
171,59:20,Moses Mosop,KEN,17.07.85,Milano,21.03.2010
171,59:20,Simon Cheprot,KEN,02.07.93,Roma-Ostia Lido,03.03.2013
171,59:20,Stanley Biwott,KEN,21.04.86,Den Haag,08.03.2015
171,59:20,Birhanu Legesse,ETH,09.11.94,New Delhi,29.11.2015
171,59:20,Daniel Wanjiru,KEN,25.05.92,Praha,02.04.2016
171,59:20,Stephen Kiprop,KEN,08.09.99,Praha,06.04.2019
171,59:20,Alexander Mutiso,KEN,10.09.96,Herzogenaurach,12.09.2021
179,59:21a,Robert Kipkoech Cheruiyot,KEN,26.09.78,Lisboa,13.03.2005
179,59:21,Samuel Tsegay Tesfamriam,ERI,24.02.88,København,29.03.2014
179,59:21,Guye Adola,ETH,20.10.90,København,29.03.2014
179,59:21,Stephen Kibet Kosgei,KEN,09.11.86,New Delhi,23.11.2014
179,59:21,Abraham Cheroben,KEN,10.11.92,New Delhi,23.11.2014
179,59:21,Mosinet Geremew,ETH,12.02.92,New Delhi,29.11.2015
179,59:21,Felix Kibitok,KEN,09.06.91,København,16.09.2018
179,59:21,Stephen Kiprop,KEN,08.09.99,Valencia,28.10.2018
179,59:21,Joshua Cheptegei,UGA,12.09.96,Gdynia,17.10.2020
179,59:21,Gemechu Dida,ETH,12.09.99,Roma-Ostia Lido,06.03.2022
189,59:22,Paul Tergat,KEN,17.06.69,Milano,17.04.1999
189,59:22,Feyisa Lelisa,ETH,01.02.90,Houston,15.01.2012
189,59:22,Ezekiel Chebii,KEN,03.01.91,Berlin,01.04.2012
189,59:22,Peter Kirui,KEN,02.01.88,Praha,05.04.2014
189,59:22a,Mohamed Farah,GBR,23.03.83,Newcastle-South Shields,13.09.2015
189,59:22,Josphat Tanui,KEN,04.02.94,Ústí nad Labem,16.09.2017
189,59:22,Fikadu Haftu,ETH,21.02.94,Valencia,22.10.2017
189,59:22,Amdework Walelegn,ETH,11.03.99,New Dehli,21.10.2018
189,59:22,Bernard Ngeno,KEN,10.08.96,Valencia,28.10.2018
189,59:22,Morris Munene,KEN,07.04.95,Ra's Al Khaymah,08.02.2019
189,59:22,Berehanu Tsegu,ETH,30.09.99,København,15.09.2019
189,59:22,Leonard Langat,KEN,07.08.90,Roma-Ostia Lido,06.03.2022
189,59:22,Rhonex Kipruto,KEN,12.10.99,Lisboa,12.03.2023
202,59:23,John Kiprotich,KEN,30.03.89,Rotterdam,13.09.2009
202,59:23,Bedan Karoki,KEN,21.08.90,Philadelphia,21.09.2014
202,59:23,Sabastian Sawe,KEN,16.03.95,Valencia,23.10.2022
205,59:24a,Haile Gebrselassie,ETH,18.04.73,New York City,05.08.2007
205,59:24,Deriba Merga Ejigu,ETH,26.10.80,Ra's Al Khaymah,18.02.2011
205,59:24a,Stanley Biwott,KEN,21.04.86,Newcastle-South Shields,13.09.2015
205,59:24,Zersenay Tadese,ERI,08.02.82,New Delhi,29.11.2015
209,59:25,Deriba Merga Ejigu,ETH,26.10.80,Rotterdam,09.09.2007
209,59:25,Pius Kirop,KEN,08.01.90,Berlin,01.04.2012
209,59:25,Eliud Kipchoge,KEN,05.11.84,Lille,01.09.2012
209,59:25,Feyisa Lilesa,ETH,01.02.90,Ra's Al Khaymah,15.02.2013
209,59:25,Aziz Lahbabi,MAR,03.02.91,Roma-Ostia Lido,02.03.2014
209,59:25,Albert Kangogo,KEN,16.08.87,København,17.09.2017
209,59:25,Jemal Yimer,ETH,11.09.96,Houston,19.01.2020
209,59:25,Daniel Mateiko,KEN,04.08.98,København,19.09.2021
209,59:25,Edmond Kipngetich,KEN,30.04.94,København,18.09.2022
218,59:26,Francis Kibiwott,KEN,15.09.78,Berlin,01.04.2007
218,59:26,Samuel Wanjiru,KEN,10.11.86,Granollers,03.02.2008
218,59:26,Geoffrey Kamworor,KEN,28.11.92,Den Haag,11.03.2012
218,59:26,Edwin Kiptoo,KEN,28.12.87,New Delhi,29.11.2015
218,59:26,Jonathan Maiyo,KEN,05.05.88,New Delhi,29.11.2015
218,59:26,Augustine Choge,KEN,21.01.87,Ra's Al Khaymah,10.02.2017
218,59:26,Bernard Ngeno,KEN,10.08.96,Houston,19.01.2020
218,59:26,Yemaneberhan Crippa,ITA,15.10.96,Napoli,27.02.2022
226,59:27a,Wilson Kiprotich Kebenei,KEN,20.07.80,Lisboa,13.03.2005
226,59:27,Patrick Ivuti,KEN,30.06.78,Rotterdam,09.09.2007
226,59:27a,Jonathan Maiyo,KEN,05.05.88,Newcastle-South Shields,18.09.2011
226,59:27,Stephen Kibet Kosgei,KEN,09.11.86,Valencia,23.10.2016
226,59:27,Vincent Rono,KEN,22.06.86,Lille,02.09.2017
226,59:27a,Mohamed Farah,GBR,23.03.83,Newcastle-South Shields,09.09.2018
226,59:27, El,Abbassi,BRN,7 Valencia,28.10.2018
226,59:27,Edwin Kiptoo,KEN,14.08.93,København,15.09.2019
226,59:27,Shadrack Korir,KEN,10.02.96,Houston,19.01.2020
235,59:28,Robert Kipchumba,KEN,24.02.84,Rotterdam,10.09.2006
235,59:28,Jonathan Maiyo,KEN,05.05.88,New Delhi,23.11.2014
235,59:28,Cyprian Kotut,KEN,06.06.92,Den Haag,08.03.2015
235,59:28,Alex Oloitiptip,KEN,20.12.90,København,13.09.2015
235,59:28,Stephen Kibet Kosgei,KEN,09.11.86,København,18.09.2016
235,59:28,Leonard Barsoton,KEN,21.10.94,København,17.09.2017
235,59:28,Edwin Kiptoo,KEN,14.08.93,København,16.09.2018
235,59:28,Simon Cheprot,KEN,02.07.93,Valencia,28.10.2018
235,59:28,Philemon Kiplimo,KEN,10.10.98,Houston,19.01.2020
235,59:28,Felix Kipkoech,KEN,01.02.98,Valencia,24.10.2021
235,59:28,Joshua Belet,KEN,10.02.98,Napoli,27.02.2022
246,59:29,Evans Kiprop Cheruiyot,KEN,10.05.82,Berlin,02.04.2006
246,59:29,Patrick Makau,KEN,02.03.85,Rotterdam,14.09.2008
246,59:29,Evans Kiprop Cheruiyot,KEN,10.05.82,Rotterdam,14.09.2008
246,59:29,Albert Kangogo,KEN,16.08.87,København,18.09.2016
246,59:29,Mustapha El Aziz,MAR,24.12.85,Valencia,23.10.2016
246,59:29,Abel Kipchumba,KEN,03.02.94,Valencia,28.10.2018
246,59:29,Solomon Yego,KEN,10.05.87,Barcelona,19.02.2023
253,59:30a,Martin Lel,KEN,29.10.78,Lisboa,26.03.2006
253,59:30,Yonas Kifle,ERI,24.03.77,Udine,14.10.2007
253,59:30,Geoffrey Mutai,KEN,07.10.81,Valencia,22.11.2009
253,59:30,Philemon Limo,KEN,02.08.85,Praha,02.04.2011
253,59:30,Zersenay Tadese,ERI,08.02.82,Porto,18.09.2011
253,59:30,Lelisa Desisa Benti,ETH,14.01.90,New Delhi,27.11.2011
253,59:30,Geoffrey Kamworor,KEN,28.11.92,New Delhi,15.12.2013
253,59:30,Edwin Kipyego,KEN,16.11.90,København,13.09.2015
253,59:30,Barselius Kipyego,KEN,23.07.93,Praha,02.04.2016
253,59:30,Ismail Juma,TAN,03.08.91,Ústí nad Labem,16.09.2017
253,59:30,Leonard Langat,KEN,07.08.90,Cardiff,06.10.2019
264,59:31a,Patrick Ivuti,KEN,30.06.78,Lisboa,26.03.2000
264,59:31,Geoffrey Kamworor,KEN,28.11.92,New Delhi,27.11.2011
264,59:31,Viktor Kipchirchir,KEN,05.12.87,Den Haag,11.03.2012
264,59:31,Gilbert Masai,KEN,20.05.81,København,18.09.2016
264,59:31,Justus Kangogo,KEN,10.10.95,Roma-Ostia Lido,12.03.2017
264,59:31,Kibiwott Kandie,KEN,20.06.96,Lille,31.08.2019
264,59:31,Moses Koech,KEN,07.08.97,Roma-Ostia Lido,06.03.2022
264,59:31,Patrick Mosin,KEN,06.06.00,Lille,19.03.2023
272,59:32,Dieudonné Disi,RWA,24.04.78,Udine,14.10.2007
272,59:32,Wilson Chebet,KEN,07.12.85,Ra's Al Khaymah,20.02.2009
272,59:32,Robert Kipchumba,KEN,24.02.84,Rotterdam,13.09.2009
272,59:32a,Martin Lel,KEN,29.10.78,Newcastle-South Shields,20.09.2009
272,59:32,Philemon Limo,KEN,02.08.85,Roma-Ostia Lido,26.02.2012
272,59:32,Mohamed Farah,GBR,23.03.83,Lisboa,22.03.2015
272,59:32,Simon Cheprot,KEN,02.07.93,København,13.09.2015
272,59:32,Bedan Karoki,KEN,21.08.90,København,18.09.2016
272,59:32,Edwin Rotich,KEN,08.08.88,Valencia,23.10.2016
272,59:32,Alex Kibet,KEN,10.11.90,Lille,02.09.2017
272,59:32,Abadi Hadis,ETH,06.11.97,Zallaq,15.03.2019
272,59:32,Shadrack Kimining,KEN,10.02.96,Cardiff,06.10.2019
272,59:32,Andamlak Belihu,ETH,20.11.98,Gdynia,17.10.2020
272,59:32,Huseyidin Mohamed,ETH,11.09.00,Poznan,17.10.2021
272,59:32,Josphat Kemei,KEN,15.06.94,Napoli,27.02.2022
272,59:32,Alfred Barkach,KEN,02.03.97,Lille,19.03.2023
288,59:33,Marilson dos Santos,BRA,06.08.77,Udine,14.10.2007
288,59:33,Wilson Chebet,KEN,07.12.85,Rotterdam,14.09.2008
288,59:33,Wilson Kiprotich Kebenei,KEN,20.07.80,Valencia,22.11.2009
288,59:33a,Haile Gebrselassie,ETH,18.04.73,Newcastle-South Shields,19.09.2010
288,59:33,Micah Kogo,KEN,03.06.86,Lisboa,22.03.2015
288,59:33,Mourad Maarofit,MAR,26.01.82,Valencia,23.10.2016
288,59:33,Kibiwott Kandie,KEN,20.06.96,New Dehli,20.10.2019
288,59:33,Felix Kibitok,KEN,09.06.91,Santa Pola,23.01.2022
288,59:33,Jacob Kiplimo,UGA,14.11.00,Newcastle,11.09.2022
297,59:34,Wilson Chebet,KEN,07.12.85,New Delhi,09.11.2008
297,59:34,Bernard Kiprop Kipyego,KEN,16.07.86,Berlin,05.04.2009
297,59:34,Sammy Kirop Kitwara,KEN,26.11.86,Abu Dhabi,07.01.2010
297,59:34,Zersenay Tadese,ERI,08.02.82,Lisboa,25.03.2012
297,59:34,Mule Wasihun,ETH,20.10.93,Ra's Al Khaymah,08.02.2019
297,59:34,Leonard Barsoton,KEN,21.10.94,Gdynia,17.10.2020
297,59:34,Amos Kurgat,KEN,07.03.92,Herzogenaurach,12.09.2021
297,59:34,Edward Kibet,KEN,04.04.99,Santa Pola,23.01.2022
305,59:35a,Robert Kipkoech Cheruiyot,KEN,26.09.78,Lisboa,26.03.2006
305,59:35,Patrick Makau,KEN,02.03.85,Ra's Al Khaymah,08.02.2008
305,59:35,Tsegay Kebede,ETH,15.01.87,Ra's Al Khaymah,08.02.2008
305,59:35,Zersenay Tadese,ERI,08.02.82,Birmingham,11.10.2009
305,59:35,Edwin Kiptoo,KEN,14.08.93,Den Haag,08.03.2015
305,59:35,Richard Mengich,KEN,03.04.89,Göteborg,21.05.2016
305,59:35,Abel Kipchumba,KEN,03.02.94,Houston,19.01.2020
305,59:35,Kibiwott Kandie,KEN,20.06.96,Istanbul,04.04.2021
305,59:35,Josphat Kiprotich,KEN,02.07.93,Napoli,27.02.2022
314,59:36,Tilahun Regessa,ETH,18.01.90,Lille,06.09.2008
314,59:36,Samuel Kiplimo Kosgei,KEN,20.01.86,Berlin,05.04.2009
314,59:36,Stanley Biwott,KEN,21.04.86,Philadelphia,15.09.2013
314,59:36,Lelisa Desisa Benti,ETH,14.01.90,Ra's Al Khaymah,14.02.2014
314,59:36,Bedan Karoki,KEN,21.08.90,Cardiff,26.03.2016
314,59:36,Abraham Kiptum,KEN,15.09.89,København,18.09.2016
314,59:36,Jorum Okombo,KEN,10.12.97,Ra's Al Khaymah,08.02.2018
314,59:36,Morris Munene,KEN,07.04.95,Ra's Al Khaymah,08.02.2018
314,59:36,Daniel Kipchumba,KEN,12.12.97,Ra's Al Khaymah,08.02.2019
314,59:36,Geoffrey Koech,KEN,28.08.93,Houston,19.01.2020
314,59:36,Stephen Mokoka,RSA,31.01.85,Gdynia,17.10.2020
325,59:37a,Dejene Berhanu,ETH,12.12.80,Newcastle-South Shields,26.09.2004
325,59:37a,Samuel Wanjiru,KEN,10.11.86,Lisboa,26.03.2006
325,59:37,Paul Kosgei,KEN,22.04.78,Rotterdam,14.09.2008
325,59:37,Lelisa Desisa Benti,ETH,14.01.90,Den Haag,13.03.2011
325,59:37,Robert Chemosin,KEN,01.02.89,Roma-Ostia Lido,01.03.2015
325,59:37,Tamirat Tola,ETH,11.08.91,Praha,01.04.2017
325,59:37,James Runguru,KEN,14.01.93,Den Haag,11.03.2018
325,59:37,Mosinet Geremew,ETH,12.02.92,Lisboa,17.03.2019
325,59:37,Amos Kurgat,KEN,07.03.92,København,15.09.2019
325,59:37,Bravin Kipkoech Kiptoo,KEN,26.02.00,Valencia,06.12.2020
325,59:37,Andrew Kwemoi,UGA,01.09.00,Lille,20.03.2022
325,59:37,Kibiwott Kandie,KEN,20.06.96,Lille,20.03.2022
325,59:37,Richard Yator,KEN,06.04.98,Ra's Al Khaymah,18.02.2023
325,59:37,Solomon Kipchoge,KEN,3,19.03.2023
339,59:38a,Phaustin Baha Sulle,TAN,30.05.82,Lisboa,26.03.2000
339,59:38,Wilson Kipsang Kiprotich,KEN,15.03.82,Berlin,05.04.2009
339,59:38,Geoffrey Mutai,KEN,07.10.81,New Delhi,21.11.2010
339,59:38,Zersenay Tadese,ERI,08.02.82,København,29.03.2014
339,59:38,Geoffrey Kirui,KEN,16.02.93,New Delhi,29.11.2015
339,59:38,Geoffrey Kamworor,KEN,28.11.92,Istanbul,04.04.2021
339,59:38,Ronald Kirui Kiprotich,KEN,06.12.98,Madrid,14.11.2021
339,59:38,Ronald Kirui,KEN,06.12.98,Madrid,14.11.2021
339,59:38,Roncer Konga,KEN,16.12.94,Lille,20.03.2022
348,59:39,Silas Kipruto,KEN,26.09.84,Milano,21.03.2010
348,59:39,Wilson Kiprop,KEN,14.04.87,Lille,04.09.2010
348,59:39,Lelisa Desisa Benti,ETH,14.01.90,New Delhi,21.11.2010
348,59:39,Azmeraw Bekele,ETH,22.01.86,Den Haag,13.03.2011
