Place,Time,Athlete,Country,Date of Birth,City,Event Date
96,14:30.42,Sally Kipyego,KEN,19.12.85,Zürich,08.09.2011
97,14:30.63,Tirunesh Dibaba,ETH,01.10.85,Bruxelles,25.08.2006
98,14:30.77,Eva Cherono,KEN,15.08.96,Bruxelles,03.09.2021
99,14:30.88,Getenesh Wami,ETH,11.12.74,Heusden-Zolder,05.08.2000
99,14:30.88,Tirunesh Dibaba,ETH,01.10.85,Bergen,11.06.2004
101,14:30.96,Sentayehu Ejigu,ETH,21.06.85,Shanghai,23.05.2010
102,14:31.07,Karoline Bjerkeli Grøvdal,NOR,14.06.90,Oslo,16.06.2022
103,14:31.09,Berhane Adere,ETH,21.07.73,Bruxelles,26.08.2005
104,14:31.11,Alicia Monson,USA,13.05.98,Oslo,16.06.2022
105,14:31.14,Linet Masai,KEN,05.12.89,Shanghai,23.05.2010
106,14:31.20,Gelete Burka,ETH,23.01.86,Ostrava,27.06.2007
107,14:31.26,Eilish McColgan,GBR,25.11.90,Bruxelles,03.09.2021
108,14:31.27,Dong Yanmei,CHN,16.02.77,Shanghai,21.10.1997
109,14:31.30,Jiang Bo,CHN,13.03.77,Shanghai,21.10.1997
110,14:31.42,Paula Radcliffe,GBR,17.12.73,Manchester,28.07.2002
111,14:31.48,Gabriela Szabo,ROU,14.11.75,Berlin,01.09.1998
112,14:31.52,Elvan Abeylegesse,TUR,11.09.82,Saint-Denis,16.07.2010
113,14:31.66,Sentayehu Ejigu,ETH,21.06.85,Saint-Denis,08.07.2011
114,14:31.69,Getenesh Wami,ETH,11.12.74,Berlin,31.08.2001
114,14:31.69,Margaret Kipkemboi,KEN,09.02.93,London,21.07.2019
116,14:31.76,Senbere Teferi,ETH,03.05.95,Shanghai,13.05.2017
117,14:31.91,Meselech Melkamu,ETH,19.04.85,Shanghai,23.05.2010
117,14:31.91,Sylvia Kibet,KEN,28.03.84,Shanghai,23.05.2010
117,14:31.91,Gudaf Tsegay,ETH,23.06.97,Samorín,09.06.2022
120,14:31.92,Vivian Cheruiyot,KEN,11.09.83,Shanghai,15.05.2011
121,14:31.95,Faith Kipyegon,KEN,10.01.94,Eugene,30.05.2015
122,14:32.02,Helen Obiri,KEN,13.12.89,Eugene,27.05.2016
123,14:32.03,Senbere Teferi,ETH,03.05.95,Bruxelles,01.09.2017
124,14:32.08,Zahra Ouaziz,MAR,20.12.69,Berlin,01.09.1998
125,14:32.17,Almaz Ayana,ETH,21.11.91,Oslo,16.06.2022
126,14:32.33,Liu Shixiang,CHN,13.01.71,Shanghai,21.10.1997
127,14:32.42,Tirunesh Dibaba,ETH,01.10.85,New York City,11.06.2005
128,14:32.44,Paula Radcliffe,GBR,17.12.73,Berlin,31.08.2001
129,14:32.57,Tirunesh Dibaba,ETH,01.10.85,Roma,08.07.2005
130,14:32.73,Meselech Melkamu,ETH,19.04.85,Saint-Denis,16.07.2010
131,14:32.74,Ejegayehu Dibaba,ETH,21.03.82,Bergen,11.06.2004
132,14:32.79,Berhane Adere,ETH,21.07.73,Roma,08.07.2005
133,14:32.82,Margaret Chelimo,KEN,02.08.97,Bruxelles,01.09.2017
134,14:32.83,Meseret Defar,ETH,19.11.83,Zürich,29.08.2013
135,14:32.87,Sentayehu Ejigu,ETH,21.06.85,Shanghai,15.05.2011
136,14:32.90,Meseret Defar,ETH,19.11.83,Roma,08.07.2005
137,14:32.95,Linet Masai,KEN,05.12.89,Shanghai,15.05.2011
138,14:33.04,Werknesh Kidane,ETH,21.11.81,Oslo,27.06.2003
139,14:33.09,Agnes Tirop,KEN,23.10.95,Roma,08.06.2017
140,14:33.13,Gulnara Galkina,RUS,09.07.78,Kazan,19.07.2008
141,14:33.30,Etenesh Diro,ETH,10.05.91,Bruxelles,09.09.2016
142,14:33.32,Letesenbet Gidey,ETH,20.03.98,Roma,08.06.2017
143,14:33.48,Viola Kibiwott,KEN,22.12.83,Oslo,13.06.2013
144,14:33.49,Lucy Kabuu,KEN,24.03.84,Oslo,06.06.2008
145,14:33.52,Ejegayehu Dibaba,ETH,21.03.82,Oslo,02.06.2006
146,14:33.59,Almaz Ayana,ETH,21.11.91,Rio de Janeiro,19.08.2016
147,14:33.65,Berhane Adere,ETH,21.07.73,London,23.08.2002
147,14:33.65,Tirunesh Dibaba,ETH,01.10.85,London,25.07.2009
149,14:33.66,Hawi Feysa,ETH,01.02.99,Oslo,16.06.2022
150,14:33.73,Viola Kibiwott,KEN,22.12.83,Monaco,18.07.2014
151,14:33.78,Meseret Defar,ETH,19.11.83,Bruxelles,25.08.2006
152,14:33.83,Meselech Melkamu,ETH,19.04.85,Ostrava,27.06.2007
153,14:33.84,Edith Masai,KEN,04.04.67,Oslo,02.06.2006
154,14:33.90,Helen Obiri,KEN,13.12.89,Bruxelles,06.09.2019
155,14:33.95,Mercy Cherono,KEN,07.05.91,Roma,02.06.2016
156,14:33.96,Vivian Cheruiyot,KEN,11.09.83,Eugene,03.06.2011
157,14:34.07,Tirunesh Dibaba,ETH,01.10.85,Eugene,03.07.2010
158,14:34.10,Mercy Cherono,KEN,07.05.91,Saint-Denis,04.07.2015
159,14:34.13,Vivian Cheruiyot,KEN,11.09.83,Bruxelles,27.08.2010
160,14:34.17,Meselech Melkamu,ETH,19.04.85,Ostrava,17.06.2009
161,14:34.22,Viola Kibiwott,KEN,22.12.83,Saint-Denis,04.07.2015
162,14:34.29,Gabriela Szabo,ROU,14.11.75,London,23.08.2002
163,14:34.36,Linet Masai,KEN,05.12.89,Ostrava,17.06.2009
164,14:34.39,Viola Kibiwott,KEN,22.12.83,Roma,02.06.2016
165,14:34.45,Shelby Houlihan,USA,08.02.93,Heusden-Zolder,21.07.2018
166,14:34.53,Lemlem Hailu,ETH,25.05.01,Paris,09.06.2023
167,14:34.55,Beatrice Chebet,KEN,05.03.00,Oslo,01.07.2021
168,14:34.82,Tirunesh Dibaba,ETH,01.10.85,Zürich,29.08.2013
169,14:34.86,Viola Kibiwott,KEN,22.12.83,Shanghai,15.05.2011
169,14:34.86,Helen Obiri,KEN,13.12.89,London,13.08.2017
171,14:34.88,Alicia Monson,USA,13.05.98,Paris,09.06.2023
172,14:34.99,Genzebe Dibaba,ETH,08.02.91,Roma,05.06.2014
173,14:35.03,Helen Obiri,KEN,13.12.89,Eugene,26.05.2018
174,14:35.07,Linet Masai,KEN,05.12.89,Bruxelles,27.08.2010
175,14:35.09,Senbere Teferi,ETH,03.05.95,Rabat,22.05.2016
176,14:35.11,Linet Masai,KEN,05.12.89,Zürich,08.09.2011
177,14:35.13,Sentayehu Ejigu,ETH,21.06.85,Bruxelles,27.08.2010
177,14:35.13,Mercy Cherono,KEN,07.05.91,Saint-Denis,08.07.2011
177,14:35.13,Viola Kibiwott,KEN,22.12.83,Eugene,27.05.2016
180,14:35.18,Sentayehu Ejigu,ETH,21.06.85,Bergen,11.06.2004
181,14:35.30,Priscah Cherono,KEN,27.06.80,Oslo,02.06.2006
182,14:35.34,Sifan Hassan,NED,01.01.93,Irvine,14.05.2021
183,14:35.37,Meseret Defar,ETH,19.11.83,Hengelo,28.05.2006
184,14:35.39,Linet Masai,KEN,05.12.89,New York City,30.05.2009
185,14:35.43,Sylvia Kibet,KEN,28.03.84,Zürich,08.09.2011
186,14:35.44,Linet Masai,KEN,05.12.89,Eugene,03.06.2011
186,14:35.44,Laura Weightman,GBR,07.01.91,Monaco,14.08.2020
188,14:35.62,Vivian Cheruiyot,KEN,11.09.83,Roma,31.05.2012
189,14:35.65,Meseret Defar,ETH,19.11.83,Roma,31.05.2012
190,14:35.67,Tirunesh Dibaba,ETH,01.10.85,New York City,02.06.2007
191,14:35.69,Vivian Cheruiyot,KEN,11.09.83,Eugene,27.05.2016
192,14:35.88,Konstanze Klosterhalfen,GER,18.02.97,Bruxelles,03.09.2021
193,14:36.05,Lilian Rengeruk,KEN,03.05.97,Ad-Dawhah,05.10.2019
194,14:36.08,Getenesh Wami,ETH,11.12.74,Berlin,01.09.1998
195,14:36.10,Caroline Kipkirui,KEN,26.05.94,London,21.07.2019
196,14:36.13,Agnes Tirop,KEN,23.10.95,Bellinzona,18.07.2018
197,14:36.38,Meseret Defar,ETH,19.11.83,Oslo,03.07.2009
198,14:36.41,Tirunesh Dibaba,ETH,01.10.85,London,13.08.2010
199,14:36.44,Senbere Teferi,ETH,03.05.95,Saint-Denis,04.07.2015
200,14:36.45,Fernanda Ribeiro,POR,23.06.69,Hechtel,22.07.1995
201,14:36.48,Margaret Kipkemboi,KEN,09.02.93,Bruxelles,06.09.2019
202,14:36.52,Mariem Alaoui Selsouli,MAR,08.04.84,Roma,13.07.2007
203,14:36.58,Tirunesh Dibaba,ETH,01.10.85,Roma,11.07.2008
204,14:36.66,Rahel Daniel,ERI,16.11.01,Eugene,27.05.2022
205,14:36.70,Agnes Ngetich,KEN,23.01.00,Paris,09.06.2023
206,14:36.78,Ejegayehu Dibaba,ETH,21.03.82,Oslo,06.06.2008
207,14:36.79,Sifan Hassan,NED,01.01.93,Tokyo,02.08.2021
208,14:36.80,Lilian Rengeruk,KEN,03.05.97,Eugene,26.05.2017
209,14:36.82,Yasemin Can,TUR,11.12.96,Roma,08.06.2017
210,14:36.84,Letesenbet Gidey,ETH,20.03.98,Shanghai,13.05.2017
211,14:36.89,Meskerem Mamo,ETH,13.04.99,Hengelo,08.06.2021
212,14:36.92,Berhane Adere,ETH,21.07.73,Milano,02.06.2004
213,14:37.01,Vivian Cheruiyot,KEN,11.09.83,Oslo,03.07.2009
213,14:37.01,Mercy Cherono,KEN,07.05.91,Eugene,03.06.2011
215,14:37.07,Jessica Augusto,POR,08.11.81,Saint-Denis,16.07.2010
216,14:37.08,Mercy Cherono,KEN,07.05.91,Eugene,27.05.2016
217,14:37.16,Almaz Ayana,ETH,21.11.91,Roma,05.06.2014
218,14:37.17,Mercy Cherono,KEN,07.05.91,Shanghai,15.05.2011
219,14:37.18,Sally Kipyego,KEN,19.12.85,Monaco,18.07.2014
220,14:37.19,Senbere Teferi,ETH,03.05.95,Roma,02.06.2016
221,14:37.20,Edith Masai,KEN,04.04.67,Roma,08.07.2005
222,14:37.22,Margaret Kipkemboi,KEN,09.02.93,Hengelo,09.06.2019
223,14:37.32,Meseret Defar,ETH,19.11.83,Oslo,09.06.2011
223,14:37.32,Agnes Tirop,KEN,23.10.95,Bruxelles,06.09.2019
225,14:37.33,Ingrid Kristiansen,NOR,21.03.56,Stockholm,05.08.1986
226,14:37.34,Ejegayehu Dibaba,ETH,21.03.82,Bruxelles,26.08.2005
227,14:37.44,Meselech Melkamu,ETH,19.04.85,Oslo,02.06.2006
228,14:37.50,Meselech Melkamu,ETH,19.04.85,Oslo,03.07.2009
228,14:37.50,Sentayehu Ejigu,ETH,21.06.85,Oslo,09.06.2011
230,14:37.51,Etenesh Diro,ETH,10.05.91,Roma,02.06.2016
231,14:37.56,Genzebe Dibaba,ETH,08.02.91,Oslo,09.06.2011
232,14:37.61,Yasemin Can,TUR,11.12.96,Roma,02.06.2016
233,14:37.68,Genzebe Dibaba,ETH,08.02.91,Oslo,13.06.2013
234,14:37.77,Sylvia Kibet,KEN,28.03.84,Oslo,03.07.2009
235,14:37.85,Sifan Hassan,NED,01.01.93,Ostrava,08.09.2020
236,14:37.94,Konstanze Klosterhalfen,GER,18.02.97,Oslo,16.06.2022
237,14:37.99,Ejegayehu Dibaba,ETH,21.03.82,Roma,02.07.2004
238,14:38.05,Werknesh Kidane,ETH,21.11.81,Roma,02.07.2004
239,14:38.07,Ejegayehu Dibaba,ETH,21.03.82,Roma,08.07.2005
240,14:38.09,Mariya Konovalova,RUS,14.08.74,Kazan,19.07.2008
241,14:38.14,Liu Shixiang,CHN,13.01.71,Shanghai,23.10.1997
242,14:38.17,Vivian Cheruiyot,KEN,11.09.83,London,13.08.2010
243,14:38.18,Gelete Burka,ETH,23.01.86,Hengelo,26.05.2007
244,14:38.21,Isabella Ochichi,KEN,28.10.79,Bruxelles,26.08.2005
244,14:38.21,Beatrice Chebet,KEN,05.03.00,Birmingham,07.08.2022
246,14:38.26,Vivian Cheruiyot,KEN,11.09.83,Ostrava,17.06.2009
247,14:38.36,Helen Obiri,KEN,13.12.89,Tokyo,02.08.2021
248,14:38.39,Helen Obiri,KEN,13.12.89,Zürich,30.08.2018
249,14:38.44,Ayalew Wude,ETH,04.07.87,Oslo,03.07.2009
250,14:38.47,Lucy Kabuu,KEN,24.03.84,Saint-Denis,18.07.2008
251,14:38.54,Sifan Hassan,NED,01.01.93,Hengelo,09.06.2019
252,14:38.57,Senbere Teferi,ETH,03.05.95,Oslo,11.06.2015
253,14:38.59,Tirunesh Dibaba,ETH,01.10.85,Helsinki,13.08.2005
254,14:38.64,Sally Kipyego,KEN,19.12.85,Bruxelles,27.08.2010
255,14:38.70,Janet Kisa,KEN,05.03.92,Rabat,22.05.2016
256,14:38.73,Meseret Defar,ETH,19.11.83,Eugene,08.06.2008
257,14:38.76,Hawi Feysa,ETH,01.02.99,Hengelo,09.06.2019
257,14:38.76,Tsehay Gemechu,ETH,12.12.98,Oslo,01.07.2021
259,14:38.77,Sifan Hassan,NED,01.01.93,Zürich,30.08.2018
260,14:38.78,Meselech Melkamu,ETH,19.04.85,Roma,11.07.2008
261,14:38.87,Meseret Defar,ETH,19.11.83,Hengelo,30.05.2010
261,14:38.87,Gudaf Tsegay,ETH,23.06.97,Tokyo,02.08.2021
263,14:38.92,Shannon Rowbury,USA,19.09.84,Bruxelles,09.09.2016
264,14:38.97,Meselech Melkamu,ETH,19.04.85,Roma,08.07.2005
265,14:39.11,Meseret Defar,ETH,19.11.83,Athínai,17.09.2006
266,14:39.19,Ines Chenonge,KEN,01.02.82,Saint-Denis,16.07.2010
267,14:39.22,Tatyana Tomashova,RUS,01.07.75,Berlin,31.08.2001
268,14:39.24,Sentayehu Ejigu,ETH,21.06.85,London,13.08.2010
269,14:39.33,Beatrice Chepkoech,KEN,06.07.91,Bruxelles,01.09.2017
270,14:39.44,Meselech Melkamu,ETH,19.04.85,Oslo,09.06.2011
271,14:39.49,Betsy Saina,KEN,30.06.88,Monaco,18.07.2014
272,14:39.53,Viola Kibiwott,KEN,22.12.83,Roma,31.05.2012
273,14:39.54,Meseret Defar,ETH,19.11.83,Helsinki,13.08.2005
274,14:39.56,Alice Nawowuna,KEN,02.01.94,Bruxelles,09.09.2016
275,14:39.61,Elvan Abeylegesse,TUR,11.09.82,Bruxelles,27.08.2010
276,14:39.62,Agnes Tirop,KEN,23.10.95,Tokyo,02.08.2021
277,14:39.71,Sally Kipyego,KEN,19.12.85,Eugene,03.06.2011
278,14:39.80,Sylvia Kibet,KEN,28.03.84,Bruxelles,27.08.2010
279,14:39.83,Leah Malot,KEN,07.06.72,Berlin,01.09.2000
280,14:39.94,Tirunesh Dibaba,ETH,01.10.85,Oslo,27.06.2003
281,14:39.96,Yin Lili,CHN,11.11.79,Shanghai,23.10.1997
281,14:39.96,Joanne Pavey,GBR,20.09.73,Bruxelles,25.08.2006
283,14:40.00,Sentayehu Ejigu,ETH,21.06.85,London,25.07.2009
284,14:40.05,Viola Kibiwott,KEN,22.12.83,Roma,05.06.2014
285,14:40.14,Florence Kiplagat,KEN,27.02.87,Oslo,03.07.2009
286,14:40.19,Zahra Ouaziz,MAR,20.12.69,Stockholm,05.08.1998
287,14:40.25,Eva Cherono,KEN,15.08.96,London,21.07.2019
288,14:40.29,Etenesh Diro,ETH,10.05.91,Roma,08.06.2017
289,14:40.32,Viola Kibiwott,KEN,22.12.83,Shanghai,17.05.2015
290,14:40.33,Mercy Cherono,KEN,07.05.91,Zürich,29.08.2013
291,14:40.34,Meseret Defar,ETH,19.11.83,Roma,11.07.2003
292,14:40.35,Almaz Ayana,ETH,21.11.91,London,13.08.2017
293,14:40.41,Sun Yingjie,CHN,03.10.77,Busan,12.10.2002
294,14:40.43,Viola Kibiwott,KEN,22.12.83,Oslo,11.06.2015
295,14:40.47,Yelena Zadorozhnaya,RUS,03.12.77,Bremen,24.06.2001
295,14:40.47,Fantu Worku,ETH,29.03.99,Ad-Dawhah,05.10.2019
297,14:40.48,Margaret Muriuki,KEN,21.03.86,Oslo,13.06.2013
298,14:40.50,Gelete Burka,ETH,23.01.86,Saint-Denis,04.07.2015
299,14:40.51,Sheila Chelangat,KEN,11.04.98,Ostrava,08.09.2020
300,14:40.59,Gabriela Szabo,ROU,14.11.75,Berlin,07.09.1999
301,14:40.61,Gabriela Szabo,ROU,14.11.75,Berlin,01.09.2000
302,14:40.70,Yasemin Can,TUR,11.12.96,Ostrava,08.09.2020
303,14:40.71,Joanne Pavey,GBR,20.09.73,Roma,08.07.2005
304,14:40.74,Florence Kiplagat,KEN,27.02.87,Hengelo,26.05.2007
305,14:40.79,Gabriela Szabo,ROU,14.11.75,Sydney,25.09.2000
306,14:40.86,Priscah Cherono,KEN,27.06.80,Shanghai,15.05.2011
307,14:40.92,Gelete Burka,ETH,23.01.86,Oslo,02.06.2006
308,14:40.93,Tirunesh Dibaba,ETH,01.10.85,New York City,30.05.2009
309,14:40.97,Senbere Teferi,ETH,03.05.95,Zürich,30.08.2018
310,14:41.02,Sonia O'Sullivan,IRL,28.11.69,Sydney,25.09.2000
311,14:41.07,Fernanda Ribeiro,POR,23.06.69,Oslo,05.07.1996
312,14:41.12,Gabriela Szabo,ROU,14.11.75,Oslo,05.07.1996
313,14:41.23,Ayelech Worku,ETH,12.06.79,London,05.08.2000
314,14:41.24,Sifan Hassan,NED,01.01.93,Eugene,26.05.2017
314,14:41.24,Ejgayehu Taye,ETH,10.02.00,Tokyo,02.08.2021
316,14:41.28,Pauline Korikwiang,KEN,01.03.88,Shanghai,15.05.2011
317,14:41.34,Zahra Ouaziz,MAR,20.12.69,Berlin,07.09.1999
318,14:41.35,Gabriela Szabo,ROU,14.11.75,Roma,11.07.2003
319,14:41.40,Sonia O'Sullivan,IRL,28.11.69,Berlin,01.09.1995
319,14:41.40,Yasemin Can,TUR,11.12.96,Oslo,16.06.2022
321,14:41.43,Berhane Adere,ETH,21.07.73,Berlin,06.09.2002
321,14:41.43,Gelete Burka,ETH,23.01.86,Roma,31.05.2012
323,14:41.47,Yin Lili,CHN,11.11.79,Shanghai,21.10.1997
324,14:41.55,Gelete Burka,ETH,23.01.86,Oslo,11.06.2015
324,14:41.55,Genzebe Dibaba,ETH,08.02.91,Roma,08.06.2017
326,14:41.58,Ababel Yeshaneh,ETH,22.07.91,Rabat,22.05.2016
327,14:41.61,Lilian Rengeruk,KEN,03.05.97,Bruxelles,01.09.2017
328,14:41.62,Ines Chenonge,KEN,01.02.82,Oslo,03.07.2009
329,14:41.67,Ejegayehu Dibaba,ETH,21.03.82,Roma,11.07.2003
330,14:41.73,Tirunesh Dibaba,ETH,01.10.85,Kortrijk,09.07.2016
331,14:41.82,Gabriela Szabo,ROU,14.11.75,Sevilla,27.08.1999
332,14:41.94,Sally Kipyego,KEN,19.12.85,London,13.08.2010
333,14:41.97,Tirunesh Dibaba,ETH,01.10.85,Roma,11.07.2003
334,14:41.98,Senbere Teferi,ETH,03.05.95,Shanghai,17.05.2015
335,14:42.00,Priscah Cherono,KEN,27.06.80,Hengelo,26.05.2007
336,14:42.01,Tirunesh Dibaba,ETH,01.10.85,Eugene,01.06.2013
337,14:42.03,Zahra Ouaziz,MAR,20.12.69,London,07.08.1999
337,14:42.03,Irina Mikitenko,GER,23.08.72,Berlin,07.09.1999
339,14:42.06,Ejegayehu Dibaba,ETH,21.03.82,Oslo,03.07.2009
340,14:42.07,Gelete Burka,ETH,23.01.86,Saint-Denis,06.07.2013
341,14:42.11,Zahra Ouaziz,MAR,20.12.69,Saint-Denis,04.06.1998
342,14:42.14,Eilish McColgan,GBR,25.11.90,Birmingham,07.08.2022
343,14:42.23,Getenesh Wami,ETH,11.12.74,Sydney,25.09.2000
344,14:42.25,Senbere Teferi,ETH,03.05.95,Eugene,20.08.2021
345,14:42.37,Linet Masai,KEN,05.12.89,London,13.08.2010
